shift_id,note,rules,tfidf_knn,tfidf_conf,agree
S105460,"lift out of order, everything carried up stairs, took long",equipment_failure,equipment_failure,0.57,True
S101597,"double duty today, maluleke on family responsibility leave..",absence_cover,absence_cover,1.0,True
S105342,"umthembu akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S103470,shft handover dealyed by 25 min,late_handover,late_handover,1.0,True
S103005,"took dlaminni shift as well, 2 posts 1 guard",absence_cover,routine,0.74,False
S107332,"gedek vir Hendricks, siek geemeld",absence_cover,absence_cover,1.0,True
S104121,client requested deep clean before the audt - approved,client_requested,client_requested,1.0,True
S103105,fine,blank,blank,1.0,True
S105346,"machien down agn, took twice as long",equipment_failure,equipment_failure,0.78,True
S101120,Zulu off sick. agn. covered.,absence_cover,absence_cover,1.0,True
S107414,shift handovver delayed by 50 min,late_handover,late_handover,0.79,True
S100713,Naidoo off sick. again. covered..,absence_cover,absence_cover,1.0,True
S106901,"took mthembu shift as well, 2 pots 1 guard",absence_cover,absence_cover,1.0,True
S100603,"waited for relief, nobody came through",absence_cover,late_handover,0.6,False
S107506,"took Wyk shift as well, 2 posts 1 guard",absence_cover,absence_cover,1.0,True
S105585,"scrubber broke dwn, had to do the floor mnually",equipment_failure,equipment_failure,1.0,True
S104423,"DLAMINI DIDNT COME IN, COVERED THE POST",absence_cover,absence_cover,1.0,True
S104093,"client wanted extra man on the gate for the event, approved",client_requested,client_requested,1.0,True
S109323,"gate motor failed, manned it by hand till 6..",equipment_failure,equipment_failure,0.85,True
S103163,n/a,blank,blank,1.0,True
S102367,"took Tshabalala shift as well, 2 posts 1 guadr",absence_cover,routine,0.63,False
S104076,no incidents,routine,absence_cover,1.0,False
S101592,"additional cover requested by site mgr, signed off..",client_requested,client_requested,1.0,True
S108943,niks om te rapporteer nie,routine,routine,0.97,True
S108665,"client asked us to stay for the delivery, ok'd by centre mgmt",client_requested,client_requested,1.0,True
S101471,"handover late agn, keys missing",late_handover,late_handover,1.0,True
S108186,COVERED FOR NDLOVU AGAIN - 3RD TIME THIS MONTH,absence_cover,absence_cover,1.0,True
S102372,client signed for the extra hours but real reason is relief no show agn,absence_cover,absence_cover,1.0,True
S105629,"waited for relief, nobody came through",absence_cover,late_handover,0.6,False
S100238,extra hrs approved by client for the event setup,client_requested,client_requested,1.0,True
S103418,extra hours approved by client for the event setup,client_requested,client_requested,1.0,True
S108305,klient het ekstra ure gevra vir stocktake,client_requested,client_requested,1.0,True
S102972,Next shift guard did not pitch. Had to cover.,absence_cover,absence_cover,1.0,True
S102449,centre mgr requested additional cover for stocktake..,client_requested,client_requested,1.0,True
S104536,"COVERING DLAMINI POST, NO SHOW NO CALL",absence_cover,absence_cover,1.0,True
S108855,"requested by centre management for load in, signed off",client_requested,client_requested,1.0,True
S106382,double shift bc relief never pitched,absence_cover,absence_cover,1.0,True
S104699,"waited 40 min for handover, ob book not signed",late_handover,late_handover,1.0,True
S100284,"double duty today, Sithole on family responsibility leave..",absence_cover,absence_cover,1.0,True
S106896,Centre manager requested additional cover for stocktake,client_requested,client_requested,1.0,True
S102287,extra hrs approved by client for the event setup,client_requested,client_requested,1.0,True
S100470,"covering Mabaso post, no show no call..",absence_cover,absence_cover,1.0,True
S103051,"buffer machine kaput, did the floor by hand",equipment_failure,equipment_failure,1.0,True
S101438,"handover late agn, keys missing",late_handover,late_handover,1.0,True
S104956,-,blank,blank,1.0,True
S102887,client signed for the extra hrs but real reason is relieef no show again,absence_cover,absence_cover,1.0,True
S105496,"relief never arrived, stayed on till 06h00 !",absence_cover,absence_cover,1.0,True
S107708,Covering for Ngcobo - booked off sick,absence_cover,absence_cover,1.0,True
S106406,"additional cover requested by site manager, signed off",client_requested,client_requested,1.0,True
S101394,,blank,blank,1.0,True
S108604,"relief only arrived six, stayed until then",absence_cover,absence_cover,1.0,True
S101046,"gate motor failed, manned it by hand till six",equipment_failure,equipment_failure,0.94,True
S106395,"covering Mthembu postt, no show no call",absence_cover,absence_cover,1.0,True
S108405,"gate motor failed, manned it by hand till 06:00",equipment_failure,equipment_failure,0.87,True
S102416,"generator fault, stayed to monitor",equipment_failure,equipment_failure,0.98,True
S104541,"Adams didnt come in, covered the post",absence_cover,absence_cover,1.0,True
S108993,"next shift akafikanga, ngihlale kuze kube 6",absence_cover,absence_cover,1.0,True
S105190,as per normal,routine,routine,0.96,True
S106985,"extra patrol per client email, approved by officce",client_requested,client_requested,1.0,True
S103441,relief no show AGAIN,absence_cover,absence_cover,1.0,True
S101222,all good,routine,routine,0.98,True
S100315,"no repacement sent, ngicela sort this out",absence_cover,absence_cover,1.0,True
S108612,double shift because reief never pitched,absence_cover,absence_cover,1.0,True
S104092,"handover late agn, keys missing",late_handover,late_handover,1.0,True
S107148,all quiet,routine,routine,1.0,True
S109322,Client asked for extra patrol after the break-in Tuesday,client_requested,client_requested,1.0,True
S103819,"uJacobs akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S101795,"machine down agn, took twice as long..",equipment_failure,equipment_failure,1.0,True
S106892,"control room sasy relief coming, nobody came",absence_cover,absence_cover,1.0,True
S100706,"cllient says stay till 6, dont know if office approved",client_requested,client_requested,1.0,True
S100443,all fine,routine,blank,0.77,False
S108441,"bufefr machine kapu, did the floor by hand",equipment_failure,equipment_failure,1.0,True
S102862,"no replacement sent, ngicela sort this out",absence_cover,absence_cover,1.0,True
S102601,Client asked for extra ptrol after the break-in Tuesday,client_requested,client_requested,1.0,True
S107530,"uFourie akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S101714,"relief only arrived 06:00, stayed until then..",absence_cover,absence_cover,1.0,True
S103445,no relief. stayed. someone must please sort the roster,absence_cover,absence_cover,1.0,True
S100171,Client asked for extra patrol after the break-in Tuesday..,client_requested,client_requested,1.0,True
S105092,fine,blank,blank,1.0,True
S105372,sharp,blank,blank,1.0,True
S107478,centre manager requested additional cover for stocktake,client_requested,client_requested,1.0,True
S103330,klent het ekstra ure gevra vir stocktake,client_requested,client_requested,1.0,True
S103627,cliient signed for the extra hours but real reeason is relief no show agn,absence_cover,absence_cover,1.0,True
S104250,nothing to report,routine,routine,0.93,True
S104099,n/a,blank,blank,1.0,True
S107066,"requested by centre management for load in, signed off",client_requested,client_requested,1.0,True
S103601,jacobs off sick. again. covered.,absence_cover,absence_cover,1.0,True
S105011,Client requested deep clean before the audit - approved,client_requested,client_requested,1.0,True
S103634,ntr,blank,blank,1.0,True
S103549,klient het ekstra ure gevra vir stocktake,client_requested,client_requested,1.0,True
S106414,"waited 40 min for handover, OB book not signed",late_handover,late_handover,1.0,True
S102937,stood in for Molefe,absence_cover,absence_cover,0.67,True
S106884,"GEDEK VIR HENDRICKS, SIEK GEMELD",absence_cover,absence_cover,1.0,True
S107859,,blank,blank,1.0,True
S107514,"client wanted extra man on the gate for the event, approved",client_requested,client_requested,1.0,True
S101947,"covering Mabaso post, no show no cll",absence_cover,absence_cover,1.0,True
S108374,"relief only arrived 06h00, stayyed until then",absence_cover,absence_cover,1.0,True
S104492,relief no show AGGAIN,absence_cover,absence_cover,1.0,True
S109335,"client asked us to stay for the delivery, ok'd by centre mgmt",client_requested,client_requested,1.0,True
S108103,no incidents,routine,absence_cover,1.0,False
S101011,"handover late again, keys missing",late_handover,late_handover,1.0,True
S107101,quiet shift,routine,routine,0.9,True
S100886,klient het ekstra ure gevra vir stocktake,client_requested,client_requested,1.0,True
S103065,"waited 40 min for handover, OB book not signed",late_handover,late_handover,1.0,True
S105811,"still on site, relief was suppose to come 0600",absence_cover,absence_cover,1.0,True
S100922,"client wanted extra man on the gate for the event, approved",client_requested,client_requested,1.0,True
S107253,"machine down again, took twice as long",equipment_failure,equipment_failure,1.0,True
S100473,"clint says stay till six, doont know if office approved",client_requested,client_requested,0.85,True
S101512,"lift out of order, everything carried up stairs, took long",equipment_failure,equipment_failure,0.57,True
S105973,"Naidoo abset, took her runds as weell",absence_cover,absence_cover,1.0,True
S109203,"Fourie absen, took her rounds as well",absence_cover,absence_cover,0.68,True
S102376,"extra patrol per client emaail, apprroved by office",client_requested,client_requested,1.0,True
S104162,quiet shift,routine,routine,0.9,True
S108378,"covering Jacobs post, no show no call",absence_cover,absence_cover,1.0,True
S102860,"relief never arrived, stayed on till six..",absence_cover,absence_cover,1.0,True
S108045,Covered for Sithole agn - 3rd time this month,absence_cover,absence_cover,1.0,True
S100416,"extra patrol per client email, approved by office",client_requested,client_requested,1.0,True
S100553,"control room says relief coming, nobody came",absence_cover,absence_cover,1.0,True
S106578,centre manager requested additional cover for stocktake !,client_requested,client_requested,1.0,True
S103436,"fourie didnt come in, covered the post",absence_cover,absence_cover,1.0,True
S106657,"waited 30 min for handover, OB book not signed..",late_handover,late_handover,1.0,True
S100222,,blank,blank,1.0,True
S102131,"client asked us to stay for the deliivery, ok'd by centre mgmt",client_requested,client_requested,1.0,True
S102206,all good,routine,routine,0.98,True
S107980,"control room sayys relief coming, noboddy came",absence_cover,absence_cover,1.0,True
S101027,ntr,blank,blank,1.0,True
S102265,ok,blank,blank,1.0,True
S105840,"no replacement sent, ngicela sort this out",absence_cover,absence_cover,1.0,True
S104369,"covering sibiya post, no show no call",absence_cover,absence_cover,1.0,True
S109245,no issues on site,routine,routine,0.97,True
S106428,"waited for relief, nobody came through",absence_cover,late_handover,0.6,False
S106726,all quiet,routine,routine,1.0,True
S104286,all good,routine,routine,0.98,True
S109318,"control room says relief coming, nobody came",absence_cover,absence_cover,1.0,True
S107314,"gedek vir ngcobo, siek gemeld",absence_cover,absence_cover,1.0,True
S101268,"took Jacobs shift as wel, 2 posts 1 guard",absence_cover,absence_cover,0.5,True
S103801,sharp,blank,blank,1.0,True
S102117,shift handover delayed by 25 min,late_handover,late_handover,1.0,True
S103605,Ngcobo off sick. agn. covered.,absence_cover,absence_cover,1.0,True
S105649,Covered for Zulu again - 3rd time this month,absence_cover,absence_cover,1.0,True
S103805,"covering Zulu post, no sow no call",absence_cover,absence_cover,1.0,True
S104662,"worked through, Botha at the clinic",absence_cover,absence_cover,1.0,True
S108863,"double duty today, sithole on family responsibility leave",absence_cover,absence_cover,1.0,True
S108464,"next shift akafikanga, ngihlale kuze kue six",absence_cover,absence_cover,1.0,True
S103768,"client wanted extra man on the gate for the event, approved",client_requested,client_requested,1.0,True
S106467,Client asked for extra patrol after the break-in Tuesday,client_requested,client_requested,1.0,True
S107876,"relief never arrived, sayed on till 6am",absence_cover,absence_cover,1.0,True
S108453,"waited 30 min for handover, OB book not signed",late_handover,late_handover,1.0,True
S106960,Client asked for extra patrol after the break-in Tuessday,client_requested,client_requested,1.0,True
S107620,client signed for the extra hours but real reason is relief no show again,absence_cover,absence_cover,1.0,True
S106436,"control room says relief coming, nobody came",absence_cover,absence_cover,1.0,True
S100015,quiet shift,routine,routine,0.9,True
S109351,"waited 45 min for handover, OB book not signed..",late_handover,late_handover,1.0,True
S101865,"handover late again, keys missing",late_handover,late_handover,1.0,True
S100343,"scrubber broke down, had to do the floor manually",equipment_failure,equipment_failure,1.0,True
S102628,"lift out of orrder, everything carried up stairs, took long",equipment_failure,equipment_failure,0.57,True
S105144,,blank,blank,1.0,True
S106167,Client asked for extra patrol after the break-in Tuseday,client_requested,client_requested,1.0,True
S109291,"COVERING MOLEFE POST, NO SHOW NO CALL",absence_cover,absence_cover,1.0,True
S107036,all quiet,routine,routine,1.0,True
S101324,"requested by centre management for load in, signed off",client_requested,client_requested,1.0,True
S102771,"no replacement sent, ngicela sort this out",absence_cover,absence_cover,1.0,True
S103828,"lift out of order, everything carried up stairs, took long",equipment_failure,equipment_failure,0.57,True
S106963,double shift bc relief never pitched..,absence_cover,absence_cover,1.0,True
S100350,"took Maluleke shiift as well, 2 posts 1 guard..",absence_cover,absence_cover,1.0,True
S105251,no incidents,routine,absence_cover,1.0,False
S109337,"aflos het nie opgedaag nie, moes aanbly",absence_cover,absence_cover,0.42,True
S107030,akukho lutho,routine,routine,1.0,True
S107531,"MACHINE DOWN AGN, TOOK TWICE AS LONG",equipment_failure,equipment_failure,1.0,True
S103094,"uNaidoo akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S108359,"gaate motor failed, manned it by hand till 06:00",equipment_failure,equipment_failure,0.98,True
S107983,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested,client_requested,1.0,True
S106270,ntr,blank,blank,1.0,True
S104755,as per normal,routine,routine,0.96,True
S108437,"relief never arrived, stayed on till 6",absence_cover,absence_cover,1.0,True
S108936,all good,routine,routine,0.98,True
S104485,,blank,blank,1.0,True
S107191,Mthembu off sicck. again. covered.,absence_cover,absence_cover,1.0,True
S107032,"oorhandiging was laat, gewag vir sleutels..",late_handover,late_handover,1.0,True
S107658,Jacobs off sic. again. covered.,absence_cover,absence_cover,1.0,True
S102474,akukho lutho,routine,routine,1.0,True
S108807,"gate motor failed, manned it by hand till 06:00",equipment_failure,equipment_failure,0.87,True
S105639,as per normal,routine,routine,0.96,True
S103380,Next shift guard did not pitch. Had to cover.,absence_cover,absence_cover,1.0,True
S100305,"uBaloyi akezanga namhlanje, ngimele yena..",absence_cover,absence_cover,1.0,True
S106612,sharp,blank,blank,1.0,True
S104114,"relief never arrived, stayed on till 6am",absence_cover,absence_cover,1.0,True
S107752,"generator fault, stayed to monitor",equipment_failure,equipment_failure,0.98,True
S103631,"WAITED FOR RELIEF, NOBODY CAME THROUGH",absence_cover,late_handover,0.6,False
S101281,akukho lutho,routine,routine,1.0,True
S107724,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested,client_requested,1.0,True
S108830,"requested by cenre management for load in, siged off",client_requested,client_requested,1.0,True
S106222,"scrubber broke down, had to do the floor manually",equipment_failure,equipment_failure,1.0,True
S105604,"ndlovu absent, took her rounds as well",absence_cover,absence_cover,0.84,True
S104081,"no replacement sent, ngicela sort this out",absence_cover,absence_cover,1.0,True
S107132,stood in for Motaug,absence_cover,routine,0.55,False
S104538,ok,blank,blank,1.0,True
S106341,"double duty today, sibiya on family responsibility leave",absence_cover,absence_cover,1.0,True
S107889,"additional cover requested by site manager, signed off",client_requested,client_requested,1.0,True
S101533,"gate motor failed, manned it by hand till 06h00",equipment_failure,equipment_failure,0.87,True
S103759,"client wanted extra man on the gate for the event, approved",client_requested,client_requested,1.0,True
S105298,nothing to report,routine,routine,0.93,True
S104929,"uMolefe akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S103561,"toook motaung shift as well, 2 posts 1 guard",absence_cover,routine,0.74,False
S106152,no issues on site,routine,routine,0.97,True
S103404,"took Dlamini shiift as well, 2 psots 1 guard",absence_cover,absence_cover,1.0,True
S108615,wyk off sick. again. covered..,absence_cover,absence_cover,1.0,True
S100880,"Ndlovu absent, took her rounds as well",absence_cover,absence_cover,0.84,True
S106530,shift handover delayed by 25 min,late_handover,late_handover,1.0,True
S107460,"stocktake ran over, client asked us to remain, they know they pay for it..",client_requested,client_requested,1.0,True
S105794,Covered for Sithole again - 3rd time this month,absence_cover,absence_cover,1.0,True
S108813,Client asked for extra patrol after the brea-kin Tuesday,client_requested,client_requested,1.0,True
S105097,"still on site, relief was suppose to come 06:00",absence_cover,absence_cover,1.0,True
S104127,"client asked us to stay for the delivery, ok'd by centre mgmt..",client_requested,client_requested,1.0,True
S107343,"umabaso akezanga namhlanje, ngimele yena..",absence_cover,absence_cover,1.0,True
S107062,"lift out of order, everything carried up stairs, took long",equipment_failure,equipment_failure,0.57,True
S100273,Covering for Molefe - booked off sick,absence_cover,absence_cover,1.0,True
S108901,fine,blank,blank,1.0,True
S108349,klieent het ekstra ure gevra vir stocktake,client_requested,client_requested,1.0,True
S107147,"machine down again, took twice as long..",equipment_failure,equipment_failure,1.0,True
S100281,"requested by centre management for load in, signed off !",client_requested,client_requested,1.0,True
S100538,"client asked us to stay for the delivery, ok'd by centre mgmt..",client_requested,client_requested,1.0,True
S106516,"handover late again, keys missing..",late_handover,late_handover,1.0,True
S108299,no issues on site,routine,routine,0.97,True
S100596,shift handover delayed by 45 min,late_handover,late_handover,1.0,True
S102082,"covering Ndlovu post, no show no call",absence_cover,absence_cover,1.0,True
S104102,"usibiya akezanga namhlanje, ngimele yena..",absence_cover,absence_cover,1.0,True
S100691,"machine down again, took twice as long",equipment_failure,equipment_failure,1.0,True
S104098,fine,blank,blank,1.0,True
S105612,"Botha absent, took her rounds as well..",absence_cover,absence_cover,1.0,True
S101811,Next shifft guard did not pitch. Had to cover.,absence_cover,absence_cover,1.0,True
S100381,"still on site, relief was supose to come six",absence_cover,absence_cover,1.0,True
S108015,"COVERING SIBIYA POST, NO SHOW NO CALL",absence_cover,absence_cover,1.0,True
S106575,"took Mthembu shift as well, 2 possts 1 guard",absence_cover,absence_cover,1.0,True
S104461,no incidents,routine,absence_cover,1.0,False
S109344,motaung off sick. again. covered.,absence_cover,absence_cover,1.0,True
S105742,"Motaung absent, took her rounds as well",absence_cover,absence_cover,0.83,True
S107902,"next shift akafikanga, ngihlale kuze kube 06h00",absence_cover,absence_cover,1.0,True
S108847,"reequested by centre management for load in, signed off..",client_requested,client_requested,1.0,True
S109070,"gedek vir Wyk, siek gemeld",absence_cover,absence_cover,1.0,True
S105652,"handover late agn, keys missing",late_handover,late_handover,1.0,True
S108189,Client requested deep clean before the audit - approved..,client_requested,client_requested,1.0,True
S101786,"handover late agian, keys missing",late_handover,late_handover,1.0,True
S107322,"client says stay till 06h00, dont know if office apprved",client_requested,client_requested,1.0,True
S108597,"handover late an, keys missing..",late_handover,late_handover,1.0,True
S101542,"relief never arrived, stayed on till 06:00",absence_cover,absence_cover,1.0,True
S102467,sharp,blank,blank,1.0,True
S101960,"requested by centre management for load in, signed off",client_requested,client_requested,1.0,True
S103581,extra hrs approved by client for the event setup,client_requested,client_requested,1.0,True
S100291,fine,blank,blank,1.0,True
S100640,quiet shift,routine,routine,0.9,True
S103417,stood in for maluleke,absence_cover,routine,0.56,False
S103787,"generator fault, stayed to monitor",equipment_failure,equipment_failure,0.98,True
S106663,"buffer machine kaput, did the floor by hand",equipment_failure,equipment_failure,1.0,True
S109355,no incidents,routine,absence_cover,1.0,False
S101494,all quiet,routine,routine,1.0,True
S106413,double shift beccause relief never pitched,absence_cover,absence_cover,1.0,True
S102366,"nxet shift akafikanga, ngihlale kuze kube 06:00",absence_cover,absence_cover,0.8,True
S109381,"scrubber broke down, had to do the floor manually",equipment_failure,equipment_failure,1.0,True
S105820,extra hrs approved by client for the event setup,client_requested,client_requested,1.0,True
S103804,all fine,routine,blank,0.77,False
S100567,clint requested deep clean before the audit - approved,client_requested,client_requested,1.0,True
S107814,"scrubber broke down, had to do the floor manually !",equipment_failure,equipment_failure,1.0,True
S106214,double shift because relief never pitched,absence_cover,absence_cover,1.0,True
S104104,"client asked us to saty for the delivery, ok'd by centre mgmt !",client_requested,client_requested,1.0,True
S108438,stood in for Fuorie..,absence_cover,routine,0.54,False
S106101,"aflos het nie opgedaag nie, mooes aanbly",absence_cover,absence_cover,0.4,True
S101900,"extra patrol per client email, approved by office",client_requested,client_requested,1.0,True
S101758,Client requested deep clean before the audit - approved,client_requested,client_requested,1.0,True
S103750,"gate motor failed, manned it by hand till six",equipment_failure,equipment_failure,0.94,True
S104210,"Tshabalala didnt come in, covered the post..",absence_cover,absence_cover,1.0,True
S102428,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested,client_requested,1.0,True
S101589,"conntrol room says relief coming, nobody came",absence_cover,absence_cover,1.0,True
S108459,"scrubber broe down, had to do the floor manually",equipment_failure,equipment_failure,1.0,True
S106458,"client says stay till 6am, dont know if office approved",client_requested,client_requested,1.0,True
S104579,"handover late agn, keys missing",late_handover,late_handover,1.0,True
S102522,"client says stay till 06:00, dont know if office approved",client_requested,client_requested,1.0,True
S101853,"client says stay till 6, dont know if office approved",client_requested,client_requested,1.0,True
S101531,Covered for Wyk again - 3rd time this month,absence_cover,absence_cover,1.0,True
S101187,,blank,blank,1.0,True
S107895,"still on siet, relief was suppose to come 06:00..",absence_cover,absence_cover,0.79,True
S106397,client signed for the extra hrs but real reason is relief no show agn,absence_cover,absence_cover,1.0,True
S106711,ntr,blank,blank,1.0,True
S103587,"aflos het nie opgedaag nie, moes aanbly",absence_cover,absence_cover,0.42,True
S100408,ok,blank,blank,1.0,True
S106940,"Dlmini asent, took her rounds as well",absence_cover,absence_cover,0.66,True
S106816,no relief. stayed. someone must please sort the rooster,absence_cover,absence_cover,1.0,True
S100299,"waited for relief, nobody came through",absence_cover,late_handover,0.6,False
S100549,"requested by centre management for load in, signed off",client_requested,client_requested,1.0,True
S101396,"uMolefe akezanga namhlanje, ngimele yena..",absence_cover,absence_cover,1.0,True
S100266,klient het ekstra ure gevra vir stocktake,client_requested,client_requested,1.0,True
S106166,"double duty today, Fourie on family responsibility leave",absence_cover,absence_cover,1.0,True
S107510,"covering Mahlangu post, no show no call",absence_cover,absence_cover,1.0,True
S106069,"gate motor failed, manned it by hand till 0h600",equipment_failure,equipment_failure,0.85,True
S107921,extra hours approved by client for the event setup,client_requested,client_requested,1.0,True
S100277,shift handover delayed by 20 min,late_handover,late_handover,1.0,True
S100712,adams off sick. again. covered.,absence_cover,absence_cover,1.0,True
S104567,as per normal,routine,routine,0.96,True
S100797,ok,blank,blank,1.0,True
S108503,sharp,blank,blank,1.0,True
S106863,no issues on site,routine,routine,0.97,True
S105139,Next shift guard did not pitch. Had to cover.,absence_cover,absence_cover,1.0,True
S108280,stood in for sibiya,absence_cover,absence_cover,1.0,True
S109124,Clieent requested deep clean before the audit - approved,client_requested,client_requested,1.0,True
S106093,"waited for relief, nobody came through",absence_cover,late_handover,0.6,False
S106268,as per normal,routine,routine,0.96,True
S105124,double shift because relief never pitched,absence_cover,absence_cover,1.0,True
S102948,"relief only arrived six, stayed until then..",absence_cover,absence_cover,1.0,True
S101081,nothing to report,routine,routine,0.93,True
S105625,"additional cover requested by site manager, signed off",client_requested,client_requested,1.0,True
S104037,"masjien is stukkend, alles met die hand gedoen",equipment_failure,equipment_failure,1.0,True
S105960,"radebe absent, took her rounds as well",absence_cover,absence_cover,1.0,True
S100537,Covering for Mavuso - booked off sick..,absence_cover,absence_cover,1.0,True
S109200,ntr,blank,blank,1.0,True
S102385,stood in for Naidoo,absence_cover,absence_cover,1.0,True
S101042,"uNdlovu akezanga namhlanje, ngimele yean",absence_cover,absence_cover,1.0,True
S108254,Covering for Fourie - booked off siick,absence_cover,absence_cover,1.0,True
S106011,"extra patrol per client email, approved by office",client_requested,client_requested,1.0,True
S101573,"uNkosi akezanga namhlanje, ngimele yeena",absence_cover,absence_cover,1.0,True
S105696,"uNkosi akezanga namhlanje, ngimele yena",absence_cover,absence_cover,1.0,True
S103370,"coovering Baloyi post, no show no call",absence_cover,absence_cover,1.0,True
S100181,"still on sitee, relief was suppose to come 6am",absence_cover,absence_cover,1.0,True
S108268,Radebe off sikc. again. cvered..,absence_cover,absence_cover,1.0,True
S105572,fine,blank,blank,1.0,True
S103808,"coverign Mavuso post, no show no call",absence_cover,absence_cover,1.0,True
S101817,double shift because relief never pitched,absence_cover,absence_cover,1.0,True
S108371,.,blank,blank,1.0,True
S108540,"next shift akafikanga, ngihlale kuze kube 06h00",absence_cover,absence_cover,1.0,True
S106935,"stocktake ran over, client asked us to remain, they knnow they pay for it",client_requested,client_requested,1.0,True
S109156,"generator fault, stayed to monitor",equipment_failure,equipment_failure,0.98,True
S100726,"gate motor failed, manned it by hand till six",equipment_failure,equipment_failure,0.94,True
S103382,"waited for relief, nobody came through",absence_cover,late_handover,0.6,False
S102640,"machine dowwn aggn, took twice as long",equipment_failure,equipment_failure,1.0,True
S103033,"aflos het nie opgedaag nie, moes aanbly",absence_cover,absence_cover,0.42,True
S109286,"client wanted extra man on the gate for the event, approved",client_requested,client_requested,1.0,True
S103604,stood in for Mokoena,absence_cover,absence_cover,1.0,True
S100052,Client requested deep clean before the audit - approved,client_requested,client_requested,1.0,True
S107154,sharp,blank,blank,1.0,True
S107291,extra hrs approved by client for the event setup,client_requested,client_requested,1.0,True
S106495,"client wanted extra man on the gate for the event, approved..",client_requested,client_requested,1.0,True
S105669,,blank,blank,1.0,True
S106182,all quiet,routine,routine,1.0,True
S103440,"generator fault, stayed to monitor..",equipment_failure,equipment_failure,0.98,True
S100516,"double duy today, adams on family responsibility leave",absence_cover,absence_cover,1.0,True
S105883,-,blank,blank,1.0,True
S100363,"generator fault, stayed to monitor..",equipment_failure,equipment_failure,0.98,True
S106025,"client says stay till six, dont know if office approved",client_requested,client_requested,0.93,True
S103703,doouble shift bc relief never pitched,absence_cover,absence_cover,1.0,True
S103757,centre manager requested additional cover for stocktake,client_requested,client_requested,1.0,True
S101612,"client asked us to stay for the delivery, ok'd by centre mgmt",client_requested,client_requested,1.0,True
S102247,"waited 20 min for handover, OB book not signed",late_handover,late_handover,1.0,True
S109254,"client says stay till six, dont know if office approved..",client_requested,client_requested,0.93,True
S101501,"late handover, waiting on paperwork",late_handover,late_handover,1.0,True
S107309,no incidents,routine,absence_cover,1.0,False
S102584,"masjien is stukkend, alles met die hand gedoen",equipment_failure,equipment_failure,1.0,True
S100200,"no replacement sent, ngicela sort this out",absence_cover,absence_cover,1.0,True
S103476,"SCRUBBER BROKE DOWN, HAD TO DO THE FLOOR MANUALLY",equipment_failure,equipment_failure,1.0,True
S108439,"lift out of order, everything carried up stairs, took lng",equipment_failure,routine,0.72,False
S108057,"double duty today, Sithole on family responsibility leave !",absence_cover,absence_cover,1.0,True
S108088,"masjien is stkkend, alles met die hand geddoen",equipment_failure,equipment_failure,1.0,True
S103864,ok,blank,blank,1.0,True
S101330,akukho lutho,routine,routine,1.0,True
S108094,"lift out of orde,r everything carried up stairs, took long",equipment_failure,equipment_failure,0.57,True
S108510,ok,blank,blank,1.0,True
S101480,stood in for Dlamini,absence_cover,routine,0.55,False
S109289,client signed for the extra hrs but real reason is relief no show agn,absence_cover,absence_cover,1.0,True
S102835,"relef only arrived 6am, stayed until then..",absence_cover,absence_cover,0.62,True
S108064,baloyi off sick. agn. covered.,absence_cover,absence_cover,1.0,True
S100548,stood in for fourie,absence_cover,routine,0.56,False
S105079,"control room says relief coming, nobody came",absence_cover,absence_cover,1.0,True
S107135,Centre mgr requested additional cover for stocktake,client_requested,client_requested,1.0,True
S104344,"Jacobs absent, took her rounds as well",absence_cover,absence_cover,0.85,True
S101630,"stocktake ran over, client asked us to remain, they know they pay for it",client_requested,client_requested,1.0,True
S103170,fine,blank,blank,1.0,True
S101566,sharp,blank,blank,1.0,True
S102828,akukho lutho,routine,routine,1.0,True
S107529,"worked through, Zulu at the clinic",absence_cover,absence_cover,1.0,True
S107515,akukho lutho,routine,routine,1.0,True
S108864,"aflos het nie opgedaag nie, moes aanbly",absence_cover,absence_cover,0.42,True
S108457,shitf handover delayed by 25 min,late_handover,late_handover,1.0,True
S106995,"double duty today, Adams on family responsibility leave",absence_cover,absence_cover,1.0,True
S104151,"handover late again, keys missing",late_handover,late_handover,1.0,True
S103790,"worked through, dlamini at the clinic",absence_cover,absence_cover,0.76,True
S101197,ntr,blank,blank,1.0,True
S101718,fine,blank,blank,1.0,True
S101587,"late handover, waitng on paperwork",late_handover,late_handover,1.0,True
S107156,"usithole akezanga namhlanje, ngimeel yena",absence_cover,absence_cover,1.0,True
S101092,no issues on site,routine,routine,0.97,True
S106356,"worked through, Sithole at the clinic",absence_cover,absence_cover,0.87,True
S102632,"uMahlangu akezanga namhlanje, ngimele yena..",absence_cover,absence_cover,1.0,True
S107359,"additional cover requested by site manager, signed off",client_requested,client_requested,1.0,True
S102118,all quiet,routine,routine,1.0,True
S108650,"double duty today, Hendricks on family responsibility leave",absence_cover,absence_cover,1.0,True
S105655,"handover late agn, keys missing",late_handover,late_handover,1.0,True
